0.92725,0.92725,0.92725,0.92725,0.92725,0.92725,0.92725,0.92725,0.92725,0.92725,0.46924,0.45508,0.45605,0.45508,0.47412,0.49854,0.46436,0.43359,0.45312,0.48779,0.48145,0.46973,0.46338,0.45459,0.46533,0.47656,0.46045,0.46191,0.4751,0.4668,0.48242,0.41797,0.46094,0.62402,0.61084,0.77686,0.82129,0.84863,0.88086,0.94873
-0.31494,-0.31494,-0.31494,-0.31494,-0.31494,-0.31494,-0.31494,-0.31494,-0.31494,-0.31494,0.94092,0.91504,0.83301,0.80127,0.83887,0.90527,0.88965,0.88916,0.86719,0.84131,0.875,0.87061,0.87939,0.88232,0.87549,0.87744,0.86816,0.87012,0.8833,0.87744,0.8916,0.64795,0.82178,0.61279,0.79346,0.69434,0.62598,0.60498,0.51807,0.4751
-0.059082,-0.059082,-0.059082,-0.059082,-0.059082,-0.059082,-0.059082,-0.059082,-0.059082,-0.059082,-0.09668,-0.084473,-0.087891,-0.087891,-0.090332,-0.098633,-0.1123,-0.089355,-0.090332,-0.089355,-0.11084,-0.094238,-0.098145,-0.097168,-0.09375,-0.097168,-0.10059,-0.1001,-0.104,-0.098145,-0.10156,-0.044434,-0.13135,-0.013672,-0.038086,-0.06543,-0.085938,-0.081543,-0.14795,-0.11084
0,0,0,0,0,0,0,0,0,0,-9,-1,9,10,10,-3,-13,-4,4,-3,-15,6,2,7,-9,-2,-19,-2,42,-1,8,51,-5,-3,-5,6,-5,13,0,-2
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-12,8,5,11,24,18,-11,-30,13,-9,-17,5,16,-5,-17,3,-11,-6,32,-4,0,12,-4,0,-1,16,-1,16,1,-2
0,0,0,0,0,0,0,0,0,0,0,3,4,6,8,16,-3,-5,12,-11,-11,-6,11,-7,-4,0,-10,-3,6,-5,-5,5,-2,-2,1,8,-2,6,-1,-2
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-2,5,4,-6,13,-3,-2,13,4,-2,-6,3,-5,7,2,-10,0,-2,-5,-15,2,0,-2,-1,0,0,0,-4,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,5,9,-2,-9,12,-8,2,-2,22,1,-6,1,1,14,0,-9,-4,2,-7,-23,30,-4,1,-1,-4,-1,-1,-8,-3
0,0,0,0,0,0,0,0,0,0,-7,4,6,-7,-11,6,-3,9,-1,2,-1,-3,-5,2,-1,-1,-1,-4,10,13,-6,13,-2,0,2,-9,-2,-2,-3,-1
2,2,2,2,2,2,2,2,2,2,-3,11,15,-18,-15,11,12,8,4,3,-10,-1,-2,0,-23,3,8,-6,9,1,-6,-5,-8,-17,-4,-14,-3,-1,-4,-2
0,0,0,0,0,0,0,0,0,0,9,2,3,-25,-20,2,7,-4,16,7,-19,18,16,4,-15,-6,-4,-4,17,-10,2,-17,-4,-12,-6,3,1,-9,5,4
1.3125,1.3125,1.3125,1.3125,1.3125,1.3125,1.3125,1.3125,1.3125,1.3125,6.25,2.375,0.9375,4.5,4,1.0625,-0.9375,0,-0.125,-2.5,-2.625,-1.0625,-2,-0.8125,0.625,0.25,-0.1875,-1.125,0.1875,-2.8125,-15.375,-0.4375,4.25,-0.375,14.375,13.312,10.688,10.812,23.438,32.312
1.3125,1.3125,1.3125,1.3125,1.3125,1.3125,1.3125,1.3125,1.3125,1.3125,6.25,2.375,0.9375,4.5,4,1.0625,-0.9375,0,-0.125,-2.5,-2.625,-1.0625,-2,-0.8125,0.625,0.25,-0.1875,-1.125,0.1875,-2.8125,-15.375,-0.4375,4.25,-0.375,14.375,13.312,10.688,10.812,23.438,32.312
1.3125,1.3125,1.3125,1.3125,1.3125,1.3125,1.3125,1.3125,1.3125,1.3125,6.25,2.375,0.9375,4.5,4,1.0625,-0.9375,0,-0.125,-2.5,-2.625,-1.0625,-2,-0.8125,0.625,0.25,-0.1875,-1.125,0.1875,-2.8125,-15.375,-0.4375,4.25,-0.375,14.375,13.312,10.688,10.812,23.438,32.312
