142.28,14.11,7.3342,19.339,12.761,-10.779,3.5246,-4.8217,-0.061692,-3.5306,-9.9844,-4.5372,-4.7023,-1.9073,-1.9012,1.1974,-5.2628e-16,-2.8231e-15,4.8698e-15
124.11,19.14,13.353,-3.5735,-18.328,3.3216,5.9148,18.224,2.6976,0.65996,-8.4831,6.0282,1.4836,2.9499,0.99252,1.0282,-1.8713e-15,5.4608e-15,7.9066e-15
127.1,-1.8891,0.79564,12.189,-1.7513,2.742,-7.427,-7.1447,-0.25674,0.53714,8.2443,-2.4151,-5.8941,6.3376,1.1651,0.85674,-2.6286e-15,-1.228e-14,2.7716e-15
120.61,11.864,-3.5651,7.9426,-22.626,3.5876,9.0567,5.1998,-0.22946,5.2952,10.481,-2.4753,-2.8418,-5.1414,1.1695,1.0677,-2.2531e-15,-1.0925e-15,1.2726e-14
104.55,17.345,-30.844,7.7974,12.385,-7.7136,-3.5737,5.2289,2.5907,13.403,3.6653,4.3318,4.0385,1.2255,-2.0928,1.0172,-7.3133e-16,1.937e-15,4.8187e-15
122.92,-16.156,15.825,-0.12032,31.404,9.8741,5.1394,-1.5365,14.207,1.7301,3.0955,2.0563,3.8555,-1.2071,1.7022,0.82845,-1.5631e-15,7.418e-15,-4.986e-16
109.95,15.211,-29.855,4.9157,2.8534,0.86346,-1.1229,-8.41,-5.9883,-12.196,-1.7402,6.6064,3.2145,-0.90884,2.5175,1.025,-6.5763e-15,-1.7953e-14,5.5351e-15
115.83,-25.249,5.8854,-18.991,-9.6847,6.018,8.9652,-13.652,-5.1933,3.276,0.69462,10.573,-1.793,-0.26402,-2.0124,1.2057,-1.1222e-14,-8.8777e-15,4.7031e-15
123.61,-9.9608,0.81069,-2.6295,-17.141,5.4061,-6.4397,-0.42983,3.1072,-9.6641,4.0389,-6.8837,8.8516,0.64785,-2.224,0.96418,3.4305e-16,-6.1535e-15,1.6343e-15
100.62,17.941,-18.751,-34.618,1.3786,14.57,2.0388,-6.441,2.1669,6.7872,-6.1687,-8.7546,-0.9071,0.45015,0.79431,1.0369,1.8544e-14,-1.6044e-14,4.2443e-15
113.58,4.3391,19.241,-17.451,5.7627,-17.278,-22.043,0.075182,-11.439,5.6058,1.3466,-0.42682,2.9091,-1.3298,1.3179,1.0597,3.9187e-15,4.3119e-15,-2.4085e-15
71.492,50.897,13.79,-3.4603,17.659,24.742,-1.5847,2.0473,-9.2821,-3.1703,6.1642,2.1038,0.23762,0.0060459,-1.4271,1.0797,-3.5676e-15,-4.3649e-15,4.8346e-15
63.851,34.385,7.5082,6.7126,-17.56,8.5121,-21.9,-14.485,13.384,4.0829,-2.1938,4.9697,0.4441,-1.3184,-0.052726,1.0274,2.9953e-15,3.8803e-17,-2.0802e-15
73.404,42.469,5.4078,-24.675,0.28919,-22.805,11.142,-5.9038,9.6255,-6.029,7.5218,1.7187,-0.20666,1.0078,-0.296,0.96147,2.084e-14,-1.9618e-16,7.2287e-15
66.463,25.707,14.142,14.956,-6.6839,-1.2491,17.556,-16.27,-5.9962,9.0529,-0.78362,-2.3325,7.905,1.6296,0.94021,0.94313,6.3365e-16,-1.6197e-15,1.7557e-15
4.2466,0.2374,0.30195,0.51731,0.86204,0.22098,-0.062907,-0.14487,1.1403,0.029892,0.85017,-0.32642,0.52187,0.39661,0.2536,5.3873,-7.8727e-15,-9.1523e-15,3.0259e-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
