104.39,-16.87,-8.8401,-1.1049,-6.7755,-1.9596,2.0856,1.4769,-4.2537,2.7006,-3.9846,11.386,-0.65466,3.4566,1.6813e-14,-4.1891e-14,-3.5083e-15,1.3546e-14,1.7567e-14
85.071,-9.119,-18.031,-1.2669,-5.5593,-6.296,-3.2392,-13.448,2.0845,-1.1461,-8.0936,-6.3585,0.55775,3.7901,8.1702e-15,-3.0166e-14,-8.431e-15,-1.0854e-14,1.1162e-14
114.35,-17.862,-16.358,7.0694,7.2402,2.8039,6.298,-12.733,1.4786,2.9501,8.4718,1.2544,1.2074,-3.071,-2.2871e-15,-4.9046e-14,-7.603e-15,-2.1935e-14,1.9311e-14
91.175,-15.66,-10.448,-0.52718,-1.0455,7.4442,-2.8358,10.833,15.009,6.9829,-1.3412,-1.8093,1.0615,0.85618,1.1537e-14,-4.0857e-14,-1.6911e-14,-1.6324e-14,3.7983e-16
98.19,0.80377,-14.697,5.3647,-19.285,5.0059,-0.18191,4.8304,-8.09,2.9814,-4.2599,-3.2644,-0.1277,-4.8827,1.12e-14,-2.7644e-14,-4.1204e-15,-2.5468e-14,6.3594e-15
92.93,23.043,-4.6116,-19.593,-12.267,-6.9612,3.4251,-3.7159,8.5754,-0.95198,2.1679,2.0406,-5.5177,-1.7754,3.4708e-15,-2.605e-14,8.1969e-16,-1.0375e-14,4.2745e-15
115.16,26.557,-17.007,-1.3225,1.3975,5.3072,8.3045,5.3891,0.11176,-8.8651,1.3119,-0.25031,5.4584,2.1743,1.1407e-14,-4.6669e-14,-4.902e-15,-9.527e-15,1.7798e-15
95.084,25.361,-13.73,-9.1272,14.359,4.8126,-16.878,-2.5636,-2.8191,4.8946,-2.8885,2.0879,-0.1077,-1.0049,3.7445e-15,-3.553e-14,-2.8703e-15,-1.4571e-14,1.3657e-14
96.188,10.944,-12.01,22.147,6.3249,-3.0154,1.2561,5.0676,-1.25,0.34677,1.7858,-2.3551,-8.3171,2.4057,6.9898e-15,-3.7201e-14,1.351e-15,-5.8757e-15,4.5672e-15
85.255,-6.6431,-9.2469,8.2304,-3.6097,-20.133,-13.398,5.4477,2.3408,-4.275,3.9994,1.1679,2.9827,-1.5735,1.3002e-14,-3.2056e-14,-6.8501e-15,-3.9405e-15,1.2581e-15
111.56,-9.118,13.804,-5.2145,-11.501,10.374,-11.823,-1.6015,-2.9928,-2.7876,8.7295,-2.1225,-1.2883,3.1759,3.3627e-15,-4.5745e-14,-2.3501e-15,-1.1218e-14,1.0065e-15
118.11,-7.9875,7.0014,-18.433,8.0213,-11.282,6.6022,6.3666,-6.6872,6.5284,1.8127,-4.9355,0.62778,0.98147,1.4212e-14,-3.648e-14,-7.3402e-17,1.5573e-14,1.203e-14
119.22,24.221,28.854,16.508,-5.0662,-3.5126,1.0606,-4.9533,3.2679,6.4358,-2.2038,0.70274,3.1781,0.4291,8.9762e-16,-3.8443e-14,-6.8722e-16,-2.2353e-14,1.0479e-14
132.12,-18.214,17.881,-1.1001,9.609,2.6674,-0.52438,0.78744,2.2095,-9.3177,-7.3988,0.31852,-2.3508,-2.9954,1.0007e-14,-4.2924e-14,-9.0709e-15,-2.0573e-15,7.5529e-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
