84.277,13.611,11.477,4.1768,-11.655,7.8615,-8.0591,9.2801,20.554,-6.4569,-6.8055,11.425,1.3364,-8.8379,19.761,1.8146,18.59,20.453,5.9961,5.7541,-4.7235,2.6748,0.077123,-8.0802,-0.85654,3.6397,-0.4506,2.1601,2.1132,5.137,3.0382,3.7461,0.28758,0.8066,4.0756,7.5554,-1.3232,-1.8553,4.1141,2.6033,-0.34578,1.1042,0.46079,0.52812,0.076019,-1.0042,0.45955,0.76193,0.72639,0.35657,-0.16432,0.47676,0.13517,-0.31928,0.22539,-0.40828,-0.085886,0.24995,0.33425,-0.85671,-0.40313,0.63903,0.25991,-0.083002,0.26655,0.039525,0.5489,-0.35088,-0.43193,-0.24562,-0.40069,0.034016,-0.0027334,0.03033,-0.25463,0.12202,-0.19776,0.19156,0.13132,0.40533,-0.19733,0.059858,-0.010997,0.051842,-0.025614,0.010766,0.26129,-0.54239,-0.4922,0.26556,1.4195,-0.31463,0.36265,0.79383,-0.61408,0.53181,0.076569,0.06244,-0.35813,0.19441,0.29503,-0.10589,0.20576,-0.26408,-0.14542,-0.09235,0.067767,0.3604,0.14885,0.28492,-0.083872,0.16577,-0.059134,7.8537e-14,1.7197e-13,1.1396e-14,-3.4381e-14,1.3671e-14,-4.6965e-15,-2.0011e-15,3.0219e-15
88.427,2.0874,40.562,26.261,-21.481,12.66,5.7506,-3.3457,15.533,8.9584,-1.7375,5.0029,-10.859,-5.2907,22.153,3.6236,11.189,21.017,7.1259,8.8227,-10.873,3.0203,2.0253,-3.0256,-2.2942,3.5238,-3.4607,2.213,-0.79757,6.4234,4.3872,3.2292,1.2818,1.1985,3.8756,8.4571,-1.3194,-2.6278,4.4048,3.2886,-0.10073,0.54293,-0.054038,0.73165,0.22763,-1.0248,0.68963,0.72629,0.7062,0.41416,-0.24491,0.51789,-0.1924,-0.059701,0.14765,-0.42843,0.2322,0.34359,0.40928,-0.76829,-0.303,0.46533,-0.14366,-0.22657,0.15698,-0.078631,0.29505,-0.47671,-0.32371,-0.27254,-0.30739,0.16855,0.023307,0.049048,-0.23218,0.10888,-0.19884,0.14166,0.057345,0.43028,-0.16205,0.087722,-0.038584,0.054408,0.0026745,0.03799,0.30097,-0.58753,-0.47582,0.26509,1.4549,-0.35138,0.36933,0.82093,-0.64898,0.53431,0.082341,0.074512,-0.38425,0.20686,0.3015,-0.11442,0.18891,-0.25001,-0.16106,-0.086889,0.089006,0.37196,0.14986,0.29252,-0.087026,0.16504,-0.067098,9.5967e-14,1.5507e-13,1.7722e-14,-3.5542e-14,1.5055e-14,-4.2079e-15,-2.1593e-15,1.4953e-16
107.38,-0.61266,35.404,17.831,-19.619,17.209,-22.346,7.9483,13.74,-11.718,-12.274,-10.159,-5.2088,-13.246,23.081,-5.5779,2.6165,21.348,12.532,14.733,-7.3914,6.5315,-1.0921,-3.9885,-0.037806,4.7566,-1.5551,0.10541,0.31794,5.9532,4.1492,2.3213,1.6422,0.92355,3.9814,9.0017,-2.4013,-2.5956,4.04,3.1984,-0.19397,0.94814,-0.79327,0.82368,0.27802,-0.99911,1.1474,0.42671,0.7505,0.13553,0.048429,0.42729,-0.070233,-0.2411,0.23016,-0.58607,0.11785,0.30643,0.074685,-0.7197,0.041521,0.28419,0.27951,-0.042527,0.4476,0.13725,0.53203,-0.28832,-0.23084,-0.23584,-0.17567,0.0039433,0.037396,0.030455,-0.30817,0.22641,-0.14134,0.18676,0.13724,0.53794,-0.1771,0.0098455,-0.066473,0.084629,-0.031024,0.039187,0.29525,-0.5913,-0.48609,0.27782,1.4206,-0.3267,0.36613,0.81039,-0.64418,0.53062,0.089356,0.076924,-0.35352,0.19541,0.30765,-0.10278,0.1954,-0.26532,-0.13977,-0.086312,0.072138,0.37135,0.14512,0.28296,-0.083851,0.15965,-0.063766,8.5597e-14,1.8797e-13,8.602e-15,-2.4842e-14,4.697e-15,-1.2585e-16,-1.2923e-15,6.6492e-15
78.104,9.3325,25.83,27.921,-3.3333,15.916,-1.6671,10.242,5.6363,-3.4151,-7.0752,0.80525,0.28632,-16.476,16.325,-2.8655,15.622,20.43,7.2191,8.5578,-3.289,1.1943,2.4182,-4.3908,-6.1563,0.78888,-0.82876,1.6188,-0.16335,5.075,4.6587,1.7631,2.317,1.1542,3.4739,7.6088,-1.2776,-1.8314,3.989,3.3265,0.27962,0.7117,0.23633,0.4152,0.43875,-0.45393,0.47215,0.86727,0.68243,0.40227,-0.57891,0.51151,-0.040815,-0.075682,0.16842,-0.82026,0.51718,0.38537,0.2345,-0.66856,-0.21344,0.49476,0.046385,-0.078301,0.18145,0.13484,0.48012,-0.30493,-0.13477,-0.33458,-0.31156,0.051511,0.085985,0.077944,-0.32498,0.13068,-0.12125,0.20542,0.17849,0.48152,-0.15013,0.033953,-0.014178,0.053549,-0.0087719,-0.017046,0.29256,-0.57905,-0.49209,0.2773,1.446,-0.34474,0.37216,0.81421,-0.61261,0.54475,0.079425,0.085427,-0.36575,0.19592,0.29453,-0.10801,0.19432,-0.2718,-0.13286,-0.083304,0.072621,0.3661,0.15014,0.29213,-0.083075,0.17077,-0.062812,1.002e-13,1.8484e-13,1.5372e-14,-3.0226e-14,4.4486e-15,-4.7028e-15,-2.142e-15,4.4308e-15
79.266,3.3535,15.319,9.6306,-12.047,6.4296,-4.8944,11.518,-10.292,-14.382,-3.5766,-4.4903,0.08118,-8.4817,17.48,-7.7096,5.5763,18.071,6.7518,10.196,-2.9722,4.4163,3.0657,0.85999,-4.8935,2.0112,2.3747,3.8714,-0.16143,4.7105,3.4716,4.3251,1.9439,0.83366,3.3442,8.8522,-3.0432,-2.103,4.0347,2.6605,0.28982,0.63264,0.33515,0.72237,0.35742,-0.97189,0.48268,0.66415,0.56274,0.73894,-0.39471,0.48107,0.20326,0.11963,0.27319,-0.60626,0.37633,0.56147,0.16131,-1.0219,-0.014728,0.46884,-0.039928,-0.30638,0.37143,0.084958,0.56382,-0.28792,-0.43664,-0.31174,-0.3144,0.025914,-0.011424,0.092189,-0.32437,0.18538,-0.11372,0.16037,0.09315,0.44163,-0.10446,-0.00053397,-0.030731,0.093927,-0.080827,0.017335,0.27266,-0.57355,-0.4879,0.28291,1.4322,-0.3268,0.38803,0.82206,-0.63696,0.52829,0.062075,0.057962,-0.37207,0.19985,0.2891,-0.11968,0.18681,-0.26849,-0.16288,-0.080817,0.075103,0.3618,0.13851,0.27565,-0.088136,0.16294,-0.0667,8.4143e-14,1.8508e-13,1.2428e-14,-2.5976e-14,8.2054e-15,-2.7044e-15,-8.2445e-16,1.283e-14
90.298,-6.4499,41.022,17.177,22.626,14.977,-16.797,8.4729,1.989,19.412,0.60184,4.3155,-13.714,-19.507,23.623,-12.026,9.374,32.379,3.6515,14.009,-4.5548,2,-1.2631,0.61622,-2.4034,4.1653,-2.591,1.5734,2.6122,3.9824,3.9589,2.6088,3.2036,0.34144,3.8133,7.7629,-2.5775,-2.856,4.0304,3.2598,0.29539,1.1794,0.43489,0.93549,0.37222,-0.58928,0.94663,0.47017,1.0006,0.36669,-0.38911,0.23069,-0.16857,0.036114,0.29607,-0.27472,0.23091,0.42189,-0.14051,-0.73894,-0.1964,0.60319,-0.038739,-0.16451,0.31837,-0.027654,0.50036,-0.54725,-0.56471,-0.39002,-0.3253,-0.061828,0.00087081,-0.025433,-0.22334,0.16474,-0.25429,0.19411,0.037474,0.42086,-0.172,0.053931,0.026717,0.029968,-0.047291,0.018862,0.25988,-0.51477,-0.47014,0.30163,1.4454,-0.3079,0.3636,0.80921,-0.64917,0.52702,0.061696,0.076942,-0.34633,0.19198,0.29679,-0.12256,0.18554,-0.27516,-0.14298,-0.094379,0.072305,0.37199,0.14726,0.28448,-0.079627,0.15695,-0.066075,9.553e-14,1.2592e-13,1.3557e-14,-3.0726e-14,-2.2584e-15,-5.7275e-16,-1.317e-15,1.4814e-14
70.817,19.624,14.721,14.286,-11.429,19.096,-6.8716,11.785,5.2493,4.6858,-2.6665,-18.67,-11.824,-6.9196,28.552,2.1408,19.717,30.306,1.3871,9.405,-3.6744,8.124,-4.0013,-1.5937,-5.3328,2.886,1.3121,2.6994,-2.4837,3.1479,2.0803,0.98635,2.2306,-0.52398,3.8804,8.2145,-2.1423,-4.5257,5.0991,4.3583,-0.42732,1.0516,1.0421,0.5677,0.30851,-0.69128,0.76837,0.91739,0.83087,0.35675,-0.16316,0.76882,0.18878,-0.33682,-0.13531,-0.36324,0.16215,0.20355,0.044081,-0.70153,-0.2011,0.18999,-0.10187,-0.28098,0.20311,-0.048891,0.58162,-0.31059,-0.19318,-0.36604,-0.29794,0.019793,0.1342,-0.010769,-0.30689,0.16591,-0.14318,0.18122,0.14483,0.47523,-0.21271,-0.033999,-0.018802,0.10482,-0.025061,0.050136,0.25262,-0.57909,-0.4948,0.28837,1.4783,-0.33081,0.38218,0.80343,-0.62394,0.51306,0.089611,0.077548,-0.38847,0.2081,0.28925,-0.1245,0.17788,-0.27595,-0.13855,-0.098358,0.066939,0.37056,0.14217,0.28271,-0.087584,0.16177,-0.054426,9.326e-14,1.5635e-13,6.6737e-15,-3.3547e-14,9.08e-15,-7.1538e-15,-2.1909e-15,2.5737e-15
81.491,13.361,14.534,18.243,-9.7193,2.5334,-2.3798,19.854,21.169,-19.156,-6.4663,3.9794,-6.6067,-5.7923,17.629,-6.4895,13.147,28.57,4.3646,10.367,-4.5762,2.8108,2.7414,3.9716,-2.0351,4.8826,-1.7083,4.1677,0.44725,8.1108,1.7966,1.945,-0.30469,0.31107,4.0668,7.1383,-1.7084,-1.321,4.8955,3.4195,-0.097028,1.0703,0.41786,0.5317,0.22143,-0.91478,0.833,0.3779,0.93125,0.1318,-0.53516,0.58777,-0.51726,-0.084265,-0.044526,-0.43684,0.036508,0.11934,0.3756,-0.55783,-0.16895,0.51252,-0.075555,-0.24094,0.47962,-0.061594,0.63862,-0.43102,-0.32492,-0.4959,-0.20852,0.04605,-0.069453,0.05481,-0.26858,0.12601,-0.18842,0.14833,0.16199,0.48596,-0.15304,-0.037887,-0.024855,0.096752,-0.00080482,0.013088,0.24172,-0.52637,-0.48022,0.27221,1.4363,-0.31425,0.39581,0.84858,-0.61172,0.53945,0.08297,0.07216,-0.36126,0.19172,0.28848,-0.13417,0.18669,-0.27191,-0.14789,-0.083567,0.095076,0.36177,0.15287,0.28325,-0.092344,0.17202,-0.062795,7.7724e-14,1.8153e-13,1.2344e-14,-3.334e-14,1.721e-14,-7.1824e-15,-2.0437e-15,-3.3018e-15
105.68,6.4316,23.703,-14.5,16.726,4.1419,-21.142,14.673,-1.808,-8.501,-16.343,8.0784,-1.2538,-13.67,16.921,-5.1601,13.308,32.425,-2.2075,9.6475,2.2768,1.4137,0.22871,-3.868,-0.37914,6.2547,2.53,3.2086,2.2453,7.4348,0.91227,4.3811,0.13916,-0.50677,4.2218,7.4324,-2.0836,-3.6732,4.7537,3.1833,0.16972,1.4222,0.5912,0.43849,0.4087,-0.74566,0.65317,0.3005,0.47866,0.41443,-0.68491,0.50298,-0.27318,-0.12213,0.30953,-0.43731,0.19512,0.14867,0.051945,-0.97421,0.11733,0.2318,-0.014088,-0.15435,0.1312,0.035999,0.38328,-0.22957,-0.24098,-0.29552,-0.28734,0.018647,0.068701,0.042541,-0.27575,0.094093,-0.17694,0.13492,0.079136,0.44356,-0.17761,0.013378,-0.0061118,0.097076,-0.027988,0.0282,0.28939,-0.57964,-0.48148,0.25921,1.4502,-0.34459,0.36868,0.79613,-0.64262,0.52111,0.084616,0.060217,-0.37618,0.18,0.3069,-0.1062,0.18565,-0.25553,-0.14452,-0.073888,0.071302,0.35567,0.15009,0.27687,-0.088091,0.16145,-0.063533,8.1939e-14,1.6597e-13,6.3897e-15,-2.8532e-14,8.2015e-15,-6.2811e-16,-1.3178e-15,1.0496e-14
116.49,7.6999,26.794,-0.96295,14.429,0.34681,10.79,4.9551,9.7229,-0.85502,-4.3153,3.3557,-2.2914,-13.368,20.623,-5.6248,21.058,23.499,8.1121,23.409,-18.13,4.6392,-4.1889,2.6283,-3.9706,11.12,0.84178,1.7969,2.2496,5.8427,2.3246,1.8831,0.37945,0.45502,4.8378,7.5344,-2.8207,-1.5741,5.3402,3.313,-0.083555,1.1344,0.37196,0.55773,0.30031,-0.79078,1.2249,0.40269,0.49189,0.096985,-0.21928,0.63924,-0.082333,-0.5308,-0.066113,-0.69227,-0.14759,0.27184,0.40036,-0.85188,0.10852,0.5143,-0.024248,-0.22217,0.015667,0.069905,0.45134,-0.46519,-0.25627,-0.34412,-0.30102,0.0087611,0.018228,0.0033766,-0.21506,0.13752,-0.15593,0.1932,0.11156,0.41836,-0.059832,0.073323,-0.033443,0.060897,-0.036422,0.030724,0.28845,-0.60328,-0.45995,0.2614,1.4337,-0.33414,0.40978,0.78413,-0.6177,0.53567,0.085489,0.090192,-0.35623,0.19464,0.27544,-0.11215,0.18301,-0.28361,-0.15437,-0.096591,0.070759,0.35863,0.14573,0.2793,-0.085556,0.16344,-0.061063,8.0471e-14,1.6152e-13,5.2007e-15,-3.6703e-14,2.7755e-14,-5.5388e-16,-1.761e-15,7.3306e-15
