0.91943,0.93408,0.92725,0.93604,0.93066,0.92676,0.93701,0.93213,0.92773,0.92871,0.92725,1,1.0771,0.96973,0.62891,0.53271,0.3291,0.18848,0.22412,0.1875,0.18262,0.092285,0.043945,0.026367,0.1792,-0.022949,0.13379,0.086914,0.092285,0.034668,0.034668,0.037109,0.074707,0.076172,0.086914
0.27441,0.27246,0.28516,0.2749,0.28906,0.28564,0.28467,0.28369,0.28662,0.2749,0.36865,0.33691,0.35352,0.65479,0.69629,0.66797,0.79395,0.81006,0.79346,0.84814,0.88184,0.93652,0.91113,0.95313,0.81104,0.95703,1.0898,0.92334,0.96387,0.95313,0.93262,0.96826,0.95508,0.94287,0.94824
0.019043,0.0087891,0.015137,0.012207,0.0078125,0.021973,0.018555,0.02002,0.0092773,0.0087891,-0.015625,-0.035645,0.081055,0.36377,0.3125,0.3418,0.36182,0.30518,0.35352,0.29834,0.28467,0.27686,0.33301,0.32861,0.45703,0.30273,0.25732,0.26172,0.29541,0.29736,0.31348,0.29248,0.32666,0.31641,0.32178
-1,-3,-1,-2,-12,5,4,-1,0,4,-13,5,-1,-2,4,10,-15,-11,8,-36,-21,-20,-8,18,-31,57,50,5,38,-37,9,94,-109,0,17
-1,-1,0,-2,-4,0,2,-2,0,1,4,23,-11,-25,-7,8,-11,3,11,-21,-13,-14,17,-3,-37,40,24,-23,28,-51,0,34,-57,2,18
-3,0,1,-1,-3,-1,-2,-2,0,-1,0,9,-24,-25,-16,11,-13,-4,-1,-12,-14,-6,6,-4,-10,40,8,-10,25,-16,-12,8,-22,-1,0
0,-2,1,-1,-2,0,-1,-1,0,0,0,-3,1,-9,-3,6,-12,0,5,13,-5,-8,-1,4,-8,38,-24,-20,-10,2,5,-4,-21,-8,-7
-1,0,-2,-1,0,0,-1,-3,-1,-2,1,-2,-1,-2,-5,2,-3,-1,5,87,4,-18,7,-1,-10,-3,6,-3,10,-14,-1,-4,-13,0,10
-1,0,1,0,-2,-2,0,0,-2,-1,0,-4,0,-2,-4,-3,0,2,1,-23,-1,-1,3,2,1,3,21,-1,17,-33,-1,15,-30,3,16
0,-1,2,1,-3,1,1,0,-1,0,-2,-2,-3,-2,-2,-1,1,2,1,-23,-9,-10,4,4,0,-3,65,-11,39,-73,-2,47,-77,-7,15
-2,4,-2,4,-5,2,5,-3,1,1,-7,7,11,2,13,12,-1,4,3,-19,-6,-19,-8,-3,-9,35,127,27,43,3,6,82,-60,-29,60
-0.875,2.4375,0.5,-3.875,-1.625,0.3125,1.625,1.1875,1.3125,2.875,-3.625,-41.438,-40.75,1,15.625,11.563,59.875,36.938,21.375,11.375,16.125,6.375,-0.0625,-0.5,-15.313,35.75,-2.1875,-18.563,10.938,4.3125,-5.4375,-4.3125,-4,-3.4375,-2.3125
-0.875,2.4375,0.5,-3.875,-1.625,0.3125,1.625,1.1875,1.3125,2.875,-3.625,-41.438,-40.75,1,15.625,11.563,59.875,36.938,21.375,11.375,16.125,6.375,-0.0625,-0.5,-15.313,35.75,-2.1875,-18.563,10.938,4.3125,-5.4375,-4.3125,-4,-3.4375,-2.3125
-0.875,2.4375,0.5,-3.875,-1.625,0.3125,1.625,1.1875,1.3125,2.875,-3.625,-41.438,-40.75,1,15.625,11.563,59.875,36.938,21.375,11.375,16.125,6.375,-0.0625,-0.5,-15.313,35.75,-2.1875,-18.563,10.938,4.3125,-5.4375,-4.3125,-4,-3.4375,-2.3125
7.4616,7.4621,7.4533,7.4465,7.4476,7.4458,7.4449,7.4431,7.4504,7.4589,7.4674,7.4227,7.2242,7.005,6.8934,6.8302,6.869,6.9129,6.9338,6.9711,6.9922,7.0086,7.015,7.012,6.9817,6.9841,7.0077,6.9865,6.9951,7.0054,7.0063,7.0048,6.9946,6.9884,6.987
