-37.615,7.7945,42.653,-5.8582,19.525,-1.2939,-1.6041,2.9388,-10.018,31.305,-6.0712,35.215,10.533,-16.897,9.0828,-8.8013,-3.844,3.0349,14.266
24.604,63.203,17.252,25.221,31.969,-0.92981,-2.9574,7.2441,-11.898,14.09,-9.7555,32.166,8.0231,-16.469,11.905,-6.855,-6.4708,1.6575,14.101
6.2251,-2.1234,25.159,-10.108,24.172,16.293,-8.4406,13.146,-0.99487,13.619,-16.944,35.956,10.012,-17.301,8.6627,-3.1155,-6.4939,2.6788,13.293
15.168,7.3396,31.45,-6.7544,42.834,-7.6842,-14.55,14.322,-8.6853,11.366,-14.225,34.179,16.829,-13.292,9.0713,-10.844,-6.3849,4.6995,14.604
10.284,28.052,74.772,1.6022,43.526,2.2073,-11.504,14.589,-5.2787,27.278,-13.844,26.733,4.8741,-17.766,7.2482,-7.3646,-9.3994,3.6058,13.936
-3.8771,6.4036,27.183,-18.561,46.864,5.6142,14.157,14.772,-1.2691,17.733,-7.1641,26.945,10.259,-14.602,11.538,-8.2397,-7.8835,1.5665,15.109
23.349,32.327,40.333,-12.891,23.687,9.4201,-15.367,7.0945,-2.3193,19.763,-6.3447,22.391,11.152,-9.0194,9.6861,-5.7884,-4.6042,3.0419,15.817
-47.056,17.904,52.786,-20.678,30.517,-12.934,-7.6469,12.79,-14.059,11.482,-15.889,25.468,6.9312,-15.503,13.707,-4.5094,-5.4482,2.9179,14.171
-2.6947,42.136,56.278,-15.224,40.454,20.414,-1.6876,16.512,-17.894,20.587,-8.5026,32.373,12.695,-12.637,13.422,-6.7699,-5.5146,5.2837,13.015
1.9495,46.514,31.276,-22.266,20.348,-0.34161,-9.7578,20.365,6.756,21.412,-10.646,33.507,5.7263,-16.131,14.978,-9.5238,-6.332,4.3336,13.93
-46.596,35.553,69.216,4.1202,47.024,1.2976,-8.245,6.0174,7.7231,12.268,-3.5993,34.336,12.287,-13.096,11.242,-5.9765,-5.5567,2.9563,13.353
7.2584,39.317,19.873,-25.325,36.611,-4.3835,-4.6051,11.334,-4.3096,16.914,-4.5781,24.504,10.295,-16.107,6.6696,-7.2581,-4.6685,3.5404,11.129
-13.337,47.026,34.457,-21.176,45.412,2.5788,-4.2682,16.576,-7.1043,13.552,-5.8241,35.618,3.6674,-17.314,6.3743,-5.7406,-3.596,4.774,16.037
-48.059,56.449,39.139,1.841,24.65,5.1307,5.473,14.276,-0.14417,17.003,-21.683,26.411,14.159,-14.607,7.2698,-7.6053,-5.3829,5.0255,14.423
-8.1107,60.044,31.415,-31.328,39.304,-7.631,-5.9251,11.444,-5.6017,27.596,-13.633,36.233,15.533,-12.248,9.3226,-3.9081,-8.2673,2.0554,14.39
27.335,29.119,70.612,-6.2752,25.607,-5.348,3.6277,22.932,-5.215,16.878,-12.833,34.845,7.5193,-8.7467,7.9714,-7.201,-3.7102,1.4646,13.445
23.345,34.588,65.18,-7.7782,21.451,-4.3878,-1.1508,20.896,-4.5827,16.153,-2.3875,29.496,18.395,-21.382,10.189,-4.864,-6.0715,3.7051,14.777
-3.0835,51.799,62.281,-30.089,35.996,11.385,-9.7434,9.717,-6.0819,14.204,-15.764,30.666,12.772,-19.595,9.6926,-9.893,-4.0945,-0.15932,14.314
22.922,39.722,64.275,-29.137,20.366,0.31717,3.6979,-2.5871,-5.9387,9.2408,-10.243,33.604,8.1968,-14.329,9.0583,-7.7058,-8.7255,4.7474,14.119
-55.792,39.649,39.147,-12.238,17.922,6.9354,-10.083,20.988,-10.835,11.984,-2.1972,31.685,10.034,-12.919,7.227,-8.503,-9.5232,1.8105,14.082
